id_klienta;imie;nazwisko;data_urodzenia;miejsce_zamieszkania
1106;Dawid;Zielinski;1990-02-17;Miasto
1107;Ryszard;Nowakowski;2000-11-23;Miasto
1108;Lukasz;Jaworski;1986-11-23;Miasto
1109;Stanislaw;Ostrowski;1997-07-21;Miasto
1110;Jan;Kowalski;1964-01-09;Wies
1111;Zbigniew;Pawlowski;1975-01-30;Miasto
1112;Artur;Krol;1979-01-09;Miasto
1113;Lukasz;Malinowski;1975-01-06;Wies
1114;Antoni;Kowalczyk;1967-12-20;Miasto
1115;Marek;Wojciechowski;1970-11-14;Miasto
1116;Antoni;Piotrowski;1967-04-14;Miasto
1117;Marek;Zielinski;1986-01-29;Miasto
1118;Kazimierz;Dabrowski;1977-11-09;Miasto
1119;Kazimierz;Dudek;1975-03-20;Miasto
1120;Robert;Kozlowski;1979-07-31;Wies
1121;Robert;Szewczyk;2001-06-28;Miasto
1122;Karol;Mazur;1986-06-28;Miasto
1123;Dawid;Nowak;1957-02-03;Miasto
1124;Krzysztof;Wrobel;1951-06-10;Miasto
1125;Rafal;Mazur;1968-05-29;Miasto
1126;Sebastian;Nowak;1954-08-04;Wies
1127;Maciej;Kozlowski;1989-05-06;Wies
1128;Krzysztof;Adamczyk;1962-05-06;Miasto
1129;Karol;Zielinski;1950-02-24;Miasto
1130;Michal;Adamczyk;1966-01-15;Wies
1131;Kacper;Wozniak;1950-04-08;Wies
1132;Nikodem;Pawlowski;2001-11-22;Wies
1133;Kacper;Zielinski;1993-07-16;Miasto
1134;Filip;Kaminski;1966-04-19;Miasto
1135;Kacper;Mazur;1970-12-23;Wies
1136;Gabriel;Gorski;1999-05-27;Miasto
1137;Dawid;Michalak;1951-12-07;Miasto
1138;Franciszek;Dabrowski;1968-11-01;Wies
1139;Piotr;Szewczyk;1984-10-10;Miasto
1140;Stanislaw;Zalewski;1983-02-22;Wies
1141;Dominik;Grabowski;1983-02-01;Miasto
1142;Sebastian;Piotrowski;1980-09-18;Wies
1143;Franciszek;Pawlowski;1965-05-17;Miasto
1144;Dominik;Krol;1971-12-07;Miasto
1145;Damian;Lewandowski;1992-04-28;Miasto
1146;Ryszard;Malinowski;1967-12-13;Miasto
1147;Leon;Szymanski;1984-07-08;Wies
1148;Dariusz;Piotrowski;1985-10-15;Miasto
1149;Jan;Ostrowski;1989-11-28;Wies
1150;Nikodem;Michalak;1984-08-15;Wies
1151;Wiktor;Ostrowski;2001-12-04;Wies
1152;Zbigniew;Wrobel;1974-11-26;Wies
1153;Leon;Mazur;1961-03-05;Wies
1154;Gabriel;Tomaszewski;1985-03-09;Wies
1155;Maciej;Walczak;1987-12-10;Wies
1156;Jerzy;Baran;1972-05-14;Wies
1157;Marek;Szymanski;1957-03-11;Wies
1158;Leon;Krol;1988-02-22;Miasto
1159;Jacek;Michalak;1979-01-20;Wies
1160;Aleksander;Dabrowski;1987-03-01;Miasto
1161;Damian;Michalak;1975-06-06;Miasto
1162;Tadeusz;Dabrowski;1973-10-03;Miasto
1163;Ignacy;Mazur;1982-08-22;Miasto
1164;Jerzy;Zalewski;1986-02-16;Miasto
1165;Antoni;Grabowski;1981-04-21;Wies
1166;Marcin;Wojciechowski;1981-06-18;Miasto
1167;Jakub;Zielinski;1965-03-17;Miasto
1168;Zbigniew;Kowalczyk;1971-11-03;Wies
1169;Gabriel;Jablonski;2001-03-17;Wies
1170;Damian;Baran;1987-03-16;Miasto
1171;Leon;Ostrowski;1962-08-23;Wies
1172;Mateusz;Wojcik;1967-12-12;Miasto
1173;Maksymilian;Lewandowski;1999-02-19;Miasto
1174;Robert;Kaczmarek;2003-02-20;Miasto
1175;Antoni;Pawlak;1990-07-21;Wies
1176;Krzysztof;Jablonski;2001-05-18;Wies
1177;Artur;Jaworski;2006-07-14;Wies
1178;Jerzy;Pietrzak;1984-11-02;Wies
1179;Patryk;Majewski;1984-01-19;Miasto
1180;Damian;Krol;1988-01-21;Miasto
1181;Kamil;Ostrowski;2001-12-17;Miasto
1182;Dariusz;Lewandowski;1987-07-24;Miasto
1183;Nikodem;Nowakowski;2005-03-03;Wies
1184;Franciszek;Jablonski;2003-06-18;Miasto
1185;Robert;Sikora;1962-01-19;Miasto
1186;Aleksander;Pietrzak;1955-08-09;Miasto
1187;Dawid;Pawlowski;1991-03-05;Wies
1188;Tomasz;Wojciechowski;1986-09-02;Wies
1189;Marek;Kowalczyk;1972-01-03;Wies
1190;Wojciech;Ostrowski;1999-11-30;Miasto
1191;Patryk;Dabrowski;1990-11-07;Wies
1192;Patryk;Grabowski;1987-08-23;Wies
1193;Wiktor;Pawlak;1993-05-11;Wies
1194;Sebastian;Adamczyk;1972-12-30;Miasto
1195;Jan;Wieczorek;1995-08-25;Miasto
1196;Stanislaw;Witkowski;1971-04-12;Miasto
1197;Gabriel;Rutkowski;1992-07-27;Wies
1198;Patryk;Nowak;1957-07-24;Wies
1199;Artur;Tomaszewski;1978-05-08;Wies
1200;Gabriel;Wrobel;1989-08-31;Wies
1201;Krzysztof;Tomaszewski;2005-02-15;Wies
1202;Marek;Kozlowski;1995-12-04;Wies
1203;Jakub;Piotrowski;1981-11-28;Wies
1204;Stanislaw;Nowicki;2001-01-16;Wies
1205;Patryk;Kozlowski;2002-10-13;Miasto
1206;Stanislaw;Szewczyk;1956-07-31;Wies
1207;Leon;Grabowski;1964-09-11;Miasto
1208;Pawel;Zajac;1994-12-28;Wies
1209;Szymon;Nowicki;1974-12-11;Wies
1210;Krzysztof;Pawlak;1959-10-25;Miasto
1211;Aleksander;Tomaszewski;1950-05-16;Wies
1212;Henryk;Krawczyk;2006-08-03;Miasto
1213;Marek;Mazur;1958-11-17;Wies
1214;Marek;Adamczyk;2005-11-21;Wies
1215;Tomasz;Zajac;2003-12-05;Wies
1216;Artur;Kaminski;1966-10-13;Miasto
1217;Rafal;Tomaszewski;1990-03-18;Wies
1218;Stanislaw;Majewski;1957-12-19;Wies
1219;Henryk;Wojcik;1987-07-24;Miasto
1220;Lukasz;Wozniak;1968-11-26;Wies
1221;Marcin;Pawlak;1952-03-10;Wies
1222;Jan;Jablonski;1958-04-11;Miasto
1223;Pawel;Wieczorek;1952-03-14;Miasto
1224;Jakub;Wrobel;2004-12-05;Miasto
1225;Jakub;Pawlowski;1971-03-15;Wies
1226;Lukasz;Nowicki;1991-10-26;Miasto
1227;Dariusz;Adamczyk;1959-05-14;Wies
1228;Maksymilian;Nowak;1970-03-18;Wies
1229;Jozef;Krol;1986-12-20;Wies
1230;Tadeusz;Wrobel;1996-06-25;Miasto
1231;Jakub;Wojcik;1992-07-07;Miasto
1232;Maksymilian;Krol;1978-06-22;Wies
1233;Andrzej;Kowalski;1958-11-05;Miasto
1234;Gabriel;Kaczmarek;1953-12-18;Wies
1235;Maciej;Piotrowski;1993-10-27;Wies
1236;Kazimierz;Olszewski;1971-09-22;Wies
1237;Szymon;Rutkowski;1951-02-04;Wies
1238;Grzegorz;Dabrowski;1997-10-14;Wies
1239;Henryk;Tomaszewski;1957-01-13;Wies
1240;Kazimierz;Wojciechowski;1994-09-20;Wies
1241;Jerzy;Witkowski;1975-06-24;Miasto
1242;Maksymilian;Nowicki;2000-03-06;Wies
1243;Kamil;Kaminski;1953-11-09;Wies
1244;Gabriel;Zalewski;1998-04-23;Wies
1245;Dominik;Zalewski;1969-01-27;Wies
1246;Ignacy;Jankowski;2004-09-26;Miasto
1247;Pawel;Dabrowski;1977-05-12;Wies
1248;Wiktor;Wroblewski;1958-04-14;Wies
1249;Jerzy;Wrobel;1974-09-06;Miasto
1250;Wojciech;Zalewski;1974-05-17;Miasto
1251;Lukasz;Zajac;1994-07-03;Miasto
1252;Maksymilian;Wisniewski;1970-04-13;Wies
1253;Maksymilian;Nowakowski;1950-04-22;Miasto
1254;Zbigniew;Wroblewski;1962-02-18;Miasto
1255;Karol;Kowalczyk;1955-07-12;Wies
1256;Damian;Wroblewski;1996-09-21;Wies
1257;Dariusz;Sikora;1989-04-18;Miasto
1258;Nikodem;Sikora;1975-04-21;Wies
1259;Aleksander;Dudek;1974-03-29;Miasto
1260;Artur;Wojcik;1972-10-21;Miasto
1261;Rafal;Walczak;1965-07-18;Miasto
1262;Patryk;Wieczorek;1987-02-03;Miasto
1263;Mikolaj;Krawczyk;1980-09-05;Miasto
1264;Mateusz;Majewski;1966-09-25;Wies
1265;Filip;Lewandowski;1987-11-28;Miasto
1266;Stanislaw;Nowak;1973-01-31;Wies
1267;Tomasz;Tomaszewski;1963-09-08;Wies
1268;Dominik;Jaworski;1967-12-19;Miasto
1269;Zbigniew;Wojcik;1956-07-16;Miasto
1270;Maksymilian;Pawlowski;1955-01-17;Miasto
1271;Aleksander;Baran;1965-06-20;Wies
1272;Gabriel;Grabowski;1987-04-14;Wies
1273;Kacper;Jaworski;1970-04-27;Miasto
1274;Nikodem;Dudek;1968-01-08;Miasto
1275;Lukasz;Sikora;1981-09-04;Miasto
1276;Tomasz;Mazur;1992-06-23;Miasto
1277;Gabriel;Wojciechowski;1971-08-21;Wies
1278;Lukasz;Szymanski;1994-12-02;Wies
1279;Adam;Pietrzak;1960-06-19;Miasto
1280;Jakub;Ostrowski;1961-05-13;Miasto
1281;Mikolaj;Szymanski;1975-06-12;Wies
1282;Krzysztof;Pawlowski;1976-02-03;Wies
1283;Jacek;Wroblewski;1950-09-30;Miasto
1284;Maksymilian;Michalski;2004-02-01;Miasto
1285;Andrzej;Malinowski;2004-01-15;Wies
1286;Piotr;Wojciechowski;1967-09-21;Miasto
1287;Sebastian;Wozniak;2001-09-05;Wies
1288;Adam;Wojciechowski;2000-09-08;Wies
1289;Krzysztof;Szewczyk;1990-06-30;Miasto
1290;Nikodem;Wieczorek;1983-02-28;Wies
1291;Maciej;Kowalski;1979-10-07;Miasto
1292;Stanislaw;Zajac;1982-11-30;Wies
1293;Dawid;Zajac;1999-05-06;Wies
1294;Mateusz;Adamczyk;1983-11-11;Wies
1295;Jan;Piotrowski;1999-02-15;Wies
1296;Grzegorz;Lewandowski;1983-10-27;Wies
1297;Adam;Dabrowski;2004-06-15;Miasto
1298;Antoni;Pietrzak;1976-03-06;Wies
1299;Wojciech;Krawczyk;2002-09-19;Wies
1300;Mikolaj;Rutkowski;1976-07-16;Wies
1301;Marcin;Krol;1990-02-01;Miasto
1302;Maciej;Michalski;1962-09-23;Wies
1303;Tomasz;Kozlowski;1951-06-01;Miasto
1304;Jerzy;Wozniak;2002-06-27;Miasto
1305;Jan;Gorski;1973-04-13;Miasto
1306;Marek;Witkowski;1994-04-08;Miasto
1307;Grzegorz;Rutkowski;1999-07-25;Wies
1308;Michal;Malinowski;1994-11-16;Miasto
1309;Lukasz;Kaczmarek;1975-06-19;Wies
1310;Rafal;Kwiatkowski;1973-10-22;Wies
1311;Sebastian;Dudek;1973-12-05;Miasto
1312;Jacek;Wrobel;1956-04-05;Wies
1313;Wojciech;Wojcik;1998-08-16;Miasto
1314;Artur;Zajac;1968-06-22;Wies
1315;Damian;Ostrowski;1980-12-06;Miasto
1316;Leon;Baran;1973-11-21;Wies
1317;Dawid;Wieczorek;1961-10-01;Miasto
1318;Dominik;Szymanski;1965-07-26;Wies
1319;Jacek;Zajac;1999-02-22;Wies
1320;Mariusz;Piotrowski;1956-07-13;Miasto
1321;Stanislaw;Wrobel;1970-05-22;Miasto
1322;Mikolaj;Pawlowski;2005-06-11;Miasto
1323;Piotr;Wozniak;1974-02-27;Wies
1324;Marek;Sikora;1983-04-25;Wies
1325;Sebastian;Wroblewski;1962-08-24;Wies
1326;Dariusz;Tomaszewski;1990-10-19;Miasto
1327;Dariusz;Jaworski;1980-08-18;Miasto
1328;Ignacy;Nowak;1953-12-12;Miasto
1329;Jacek;Malinowski;1979-03-07;Wies
1330;Dawid;Piotrowski;1996-03-11;Wies
1331;Artur;Stepien;1967-12-20;Miasto
1332;Marek;Pawlak;1972-08-20;Wies
1333;Antoni;Jablonski;1987-08-31;Wies
1334;Mariusz;Wisniewski;1999-07-10;Miasto
1335;Stanislaw;Jablonski;1996-06-30;Wies
1336;Jozef;Grabowski;1967-11-14;Wies
1337;Jozef;Lewandowski;1992-05-03;Wies
1338;Antoni;Stepien;1964-09-05;Miasto
1339;Maciej;Wrobel;2000-07-14;Wies
1340;Michal;Kaczmarek;1953-02-07;Miasto
1341;Szymon;Michalak;1989-06-16;Wies
1342;Gabriel;Piotrowski;1981-11-30;Wies
1343;Damian;Wisniewski;1974-08-15;Miasto
1344;Gabriel;Michalski;1981-01-31;Wies
1345;Jozef;Kaczmarek;2006-06-05;Wies
1346;Adam;Rutkowski;1995-10-17;Miasto
1347;Ryszard;Wojciechowski;1997-08-18;Miasto
1348;Jacek;Olszewski;1967-04-01;Miasto
1349;Patryk;Michalak;1966-10-15;Miasto
1350;Sebastian;Majewski;1983-12-22;Miasto
1351;Kazimierz;Szewczyk;1988-07-24;Miasto
1352;Gabriel;Dabrowski;1986-12-09;Miasto
1353;Filip;Krol;1992-04-18;Miasto
1354;Kacper;Kaminski;1983-02-13;Miasto
1355;Maksymilian;Rutkowski;2005-04-26;Wies
1356;Kazimierz;Zajac;1951-02-11;Miasto
1357;Mateusz;Jankowski;2001-10-21;Wies
1358;Aleksander;Szewczyk;2001-05-22;Wies
1359;Tomasz;Krawczyk;1976-04-18;Wies
1360;Dariusz;Pawlowski;2005-05-28;Wies
1361;Jacek;Zielinski;2005-04-22;Wies
1362;Aleksander;Wieczorek;1966-11-02;Miasto
1363;Franciszek;Adamczyk;1984-02-29;Miasto
1364;Jan;Krol;1981-08-24;Wies
1365;Robert;Rutkowski;1955-02-03;Wies
1366;Karol;Ostrowski;1967-03-14;Miasto
1367;Jan;Michalak;1961-04-12;Wies
1368;Marcin;Michalak;1965-06-11;Miasto
1369;Ignacy;Ostrowski;1998-04-10;Wies
1370;Kamil;Majewski;2000-11-24;Wies
1371;Mateusz;Grabowski;1968-05-20;Wies
1372;Artur;Szewczyk;1977-05-30;Wies
1373;Dawid;Szewczyk;1985-05-03;Wies
1374;Adam;Wojcik;2005-12-02;Miasto
1375;Ignacy;Wrobel;1999-04-06;Miasto
1376;Jozef;Jablonski;1979-03-02;Miasto
1377;Marcin;Wieczorek;1978-05-03;Wies
1378;Damian;Wrobel;2006-04-20;Miasto
1379;Damian;Gorski;1955-06-21;Wies
1380;Franciszek;Wieczorek;1972-07-16;Miasto
1381;Ryszard;Krol;1982-03-29;Miasto
1382;Gabriel;Zielinski;1972-09-26;Miasto
1383;Maksymilian;Szymanski;1995-03-17;Wies
1384;Patryk;Kwiatkowski;1955-03-28;Miasto
1385;Antoni;Malinowski;1965-04-13;Miasto
1386;Jan;Wojcik;1964-04-26;Miasto
1387;Patryk;Jaworski;1996-05-07;Wies
1388;Tomasz;Kwiatkowski;1996-11-29;Wies
1389;Michal;Tomaszewski;2004-12-05;Wies
1390;Nikodem;Kaminski;1952-03-15;Wies
1391;Mateusz;Mazur;1987-09-02;Wies
1392;Wiktor;Jankowski;1955-12-20;Miasto
1393;Pawel;Kowalski;1984-11-25;Wies
1394;Adam;Witkowski;2006-12-21;Miasto
1395;Mariusz;Wroblewski;2002-03-23;Miasto
1396;Wojciech;Wroblewski;1991-08-23;Miasto
1397;Ryszard;Olszewski;2001-12-21;Miasto
1398;Jerzy;Wojciechowski;1961-12-09;Miasto
1399;Mikolaj;Michalski;1977-05-05;Miasto
1400;Marcin;Pietrzak;2003-01-28;Miasto
1401;Nikodem;Grabowski;1987-12-19;Miasto
1402;Franciszek;Zielinski;1993-01-14;Miasto
1403;Maciej;Wojciechowski;1975-10-15;Miasto
1404;Leon;Lewandowski;1961-03-08;Miasto
1405;Dariusz;Wojciechowski;1959-11-15;Miasto
1406;Adam;Grabowski;1953-12-16;Wies
1407;Maciej;Nowak;1967-10-01;Wies
1408;Szymon;Wrobel;1963-02-08;Miasto
1409;Lukasz;Dabrowski;1953-08-09;Wies
1410;Ignacy;Zalewski;1970-04-08;Miasto
1411;Jacek;Wozniak;1957-03-28;Miasto
1412;Michal;Lewandowski;2002-05-12;Miasto
1413;Pawel;Jankowski;1994-04-03;Miasto
1414;Franciszek;Szymanski;1991-06-16;Wies
1415;Marcin;Mazur;1982-09-30;Miasto
1416;Gabriel;Krawczyk;1998-11-27;Wies
1417;Adam;Sikora;1959-03-25;Miasto
1418;Zbigniew;Krol;1994-06-24;Miasto
1419;Franciszek;Wojciechowski;1952-10-17;Wies
1420;Tadeusz;Mazur;2005-07-06;Miasto
1421;Stanislaw;Piotrowski;1967-03-06;Miasto
1422;Jacek;Pawlak;1951-01-26;Wies
1423;Mateusz;Nowicki;1953-05-22;Miasto
1424;Robert;Krol;1989-09-20;Miasto
1425;Damian;Adamczyk;1986-07-29;Wies
1426;Nikodem;Kwiatkowski;1987-05-07;Wies
1427;Dawid;Ostrowski;1997-07-17;Wies
1428;Michal;Rutkowski;1953-12-19;Miasto
1429;Marcin;Jaworski;1963-02-28;Miasto
1430;Maksymilian;Adamczyk;1981-01-23;Wies
1431;Andrzej;Majewski;1982-10-15;Wies
1432;Jacek;Zalewski;1987-01-11;Miasto
1433;Jozef;Adamczyk;2005-05-28;Miasto
1434;Ignacy;Krol;1964-02-09;Wies
1435;Grzegorz;Ostrowski;1987-08-06;Miasto
1436;Zbigniew;Dudek;1972-04-21;Wies
1437;Tomasz;Dabrowski;1999-09-07;Miasto
1438;Maksymilian;Piotrowski;1970-04-25;Wies
1439;Piotr;Grabowski;1972-03-24;Wies
1440;Mikolaj;Dabrowski;2001-03-04;Wies
1441;Henryk;Jankowski;1983-01-23;Miasto
1442;Leon;Rutkowski;1950-04-19;Wies
1443;Sebastian;Stepien;2001-09-10;Miasto
1444;Tadeusz;Malinowski;1950-08-23;Wies
1445;Dominik;Wojcik;1961-05-22;Miasto
1446;Sebastian;Lewandowski;1962-12-11;Wies
1447;Krzysztof;Wojcik;1998-06-01;Miasto
1448;Wiktor;Kaczmarek;1993-08-27;Miasto
1449;Piotr;Krawczyk;1966-03-05;Wies
1450;Krzysztof;Witkowski;1994-12-19;Miasto
1451;Ryszard;Kowalczyk;1970-12-23;Miasto
1452;Jan;Walczak;1989-12-06;Wies
1453;Szymon;Pawlowski;2004-05-24;Wies
1454;Dominik;Wieczorek;1997-02-25;Wies
1455;Wojciech;Walczak;1964-06-21;Wies
1456;Wiktor;Jablonski;1980-04-01;Wies
1457;Ryszard;Nowak;1991-04-01;Miasto
1458;Aleksander;Zalewski;1953-07-28;Miasto
1459;Ignacy;Kaminski;1981-02-14;Miasto
1460;Ryszard;Wrobel;1986-07-14;Wies
1461;Leon;Kaczmarek;1959-05-22;Miasto
1462;Kacper;Szewczyk;1981-04-10;Wies
1463;Ryszard;Baran;1994-04-02;Wies
1464;Tomasz;Pawlak;1963-07-01;Wies
1465;Mateusz;Gorski;1998-11-07;Wies
1466;Henryk;Dudek;1973-03-06;Miasto
1467;Maksymilian;Gorski;1981-08-06;Miasto
1468;Jakub;Kaminski;1961-06-25;Miasto
1469;Ryszard;Walczak;1966-03-31;Miasto
1470;Aleksander;Wojciechowski;1988-09-13;Miasto
1471;Sebastian;Tomaszewski;2005-12-10;Miasto
1472;Kazimierz;Grabowski;1991-04-16;Miasto
1473;Andrzej;Jankowski;2003-11-07;Miasto
1474;Michal;Michalak;1959-05-18;Miasto
1475;Filip;Pietrzak;1998-05-23;Wies
1476;Kacper;Dudek;2000-05-23;Wies
1477;Artur;Grabowski;1998-07-24;Miasto
1478;Filip;Zielinski;1967-07-16;Miasto
1479;Kazimierz;Gorski;1998-04-13;Miasto
1480;Kacper;Lewandowski;1965-06-18;Miasto
1481;Lukasz;Szewczyk;1991-10-16;Wies
1482;Jan;Grabowski;2004-07-09;Wies
1483;Rafal;Szewczyk;1978-06-24;Miasto
1484;Ryszard;Kaminski;2002-03-08;Miasto
1485;Patryk;Zielinski;1965-12-16;Miasto
1486;Artur;Pawlak;1950-11-27;Wies
1487;Gabriel;Majewski;1955-08-23;Wies
1488;Stanislaw;Zielinski;1970-11-09;Wies
1489;Filip;Kozlowski;1975-07-25;Miasto
1490;Jakub;Majewski;1975-03-28;Wies
1491;Kacper;Wojciechowski;1978-09-08;Wies
1492;Gabriel;Pietrzak;1981-11-12;Miasto
1493;Jerzy;Lewandowski;1983-07-12;Wies
1494;Franciszek;Malinowski;1990-09-14;Wies
1495;Grzegorz;Zalewski;1981-02-17;Miasto
1496;Jacek;Baran;1950-03-04;Miasto
1497;Dawid;Baran;1965-09-23;Wies
1498;Pawel;Nowicki;1974-09-24;Wies
1499;Jozef;Pawlowski;1970-06-06;Wies
1500;Maciej;Wieczorek;1959-10-06;Miasto
